source,date,query,raw_text,unigram,bigram,unibi_mix,adj_noun,video_title,likes,churn_score,churn_signals,positive_score,positive_signals,net_signal,signal_type,competitor_mentioned
blog,2026-03-23,헤드앤숄더 대신,비듬 제대로 잡는 샴푸 추천 BEST 4 가려움과 각질 두피 헤드앤숄더 울트라 쿨 멘솔 시원한 쿨링과 강력한 비듬케어 첫 번째로 추천드릴 제품은 고체 형태라 휴대도 간편하고 화학 성분 대신 자연에서 온 성분만으로 부드럽게 두피를 케어할 수 있다는,"['비듬', '각질', '울트라', '비듬', '케어', '고체', '형태', '휴대', '화학', '성분', '대신', '자연', '성분', '케어']","['비듬_각질', '각질_울트라', '울트라_비듬', '비듬_케어', '케어_고체', '고체_형태', '형태_휴대', '휴대_화학', '화학_성분', '성분_대신', '대신_자연', '자연_성분', '성분_케어']","['비듬', '각질', '울트라', '비듬', '케어', '고체', '형태', '휴대', '화학', '성분', '대신', '자연', '성분', '케어', '비듬_각질', '각질_울트라', '울트라_비듬', '비듬_케어', '케어_고체', '고체_형태', '형태_휴대', '휴대_화학', '화학_성분', '성분_대신', '대신_자연', '자연_성분', '성분_케어']",[],,,2,"['가려움', '대신']",1,['추천'],-1,이탈위험,False
blog,2026-03-20,헤드앤숄더 대신,지긋지긋한 비듬 고민 해결 샴푸 amp 관리법 진정 헤드앤숄더 피리티온 아연 샴푸 대중적 가격에 효과 좋은 비듬 전용 샴푸 이니스프리 스칼프 올바른 샴푸 사용법 미온수로 두피 부드럽게 적신 후 샴푸 적당량 거품내기 손톱 대신 손가락 끝으로 두피,"['비듬', '고민', '해결', '관리법', '피리티온', '아연', '대중', '효과', '비듬', '전용', '이니스프리', '스칼프', '온수', '적당량', '거품', '내기', '손톱', '대신', '손가락']","['비듬_고민', '고민_해결', '해결_관리법', '관리법_피리티온', '피리티온_아연', '아연_대중', '대중_효과', '효과_비듬', '비듬_전용', '전용_이니스프리', '이니스프리_스칼프', '스칼프_온수', '온수_적당량', '적당량_거품', '거품_내기', '내기_손톱', '손톱_대신', '대신_손가락']","['비듬', '고민', '해결', '관리법', '피리티온', '아연', '대중', '효과', '비듬', '전용', '이니스프리', '스칼프', '온수', '적당량', '거품', '내기', '손톱', '대신', '손가락', '비듬_고민', '고민_해결', '해결_관리법', '관리법_피리티온', '피리티온_아연', '아연_대중', '대중_효과', '효과_비듬', '비듬_전용', '전용_이니스프리', '이니스프리_스칼프', '스칼프_온수', '온수_적당량', '적당량_거품', '거품_내기', '내기_손톱', '손톱_대신', '대신_손가락']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-19,헤드앤숄더 대신,비듬 샴푸 댄트롤 vs 헤드앤숄더 비교 및 비듬 퇴치법 페녹시에탄올 Phenoxyethanol 파라벤 대신 널리 쓰이는 방부제입니다 보통 안전한 범위 내에서 사용되지만 피부가 매우 약한 경우 자극원이 되기도 합니다 헤드앤숄더 성분 분석 1 강력한 주의 성분 보존제,"['비듬', '댄트롤', '비교', '비듬', '퇴치', '페녹시에탄올', '파라벤', '대신', '방부제', '안전', '범위', '피부', '자극', '성분', '분석', '주의', '성분', '보존']","['비듬_댄트롤', '댄트롤_비교', '비교_비듬', '비듬_퇴치', '퇴치_페녹시에탄올', '페녹시에탄올_파라벤', '파라벤_대신', '대신_방부제', '방부제_안전', '안전_범위', '범위_피부', '피부_자극', '자극_성분', '성분_분석', '분석_주의', '주의_성분', '성분_보존']","['비듬', '댄트롤', '비교', '비듬', '퇴치', '페녹시에탄올', '파라벤', '대신', '방부제', '안전', '범위', '피부', '자극', '성분', '분석', '주의', '성분', '보존', '비듬_댄트롤', '댄트롤_비교', '비교_비듬', '비듬_퇴치', '퇴치_페녹시에탄올', '페녹시에탄올_파라벤', '파라벤_대신', '대신_방부제', '방부제_안전', '안전_범위', '범위_피부', '피부_자극', '자극_성분', '성분_분석', '분석_주의', '주의_성분', '성분_보존']",[],,,2,"['자극', '대신']",0,[],-2,이탈위험,False
blog,2026-03-17,헤드앤숄더 대신,비듬 때문에 옷깃 하얗게 눈밭 두피 비듬 완전 제거법 7가지 비듬 제거 루틴 1 약용 샴푸 올바른 사용법 효과 3배 일반 샴푸 대신 약용 비듬샴푸로 교체 하지만 헤드앤숄더 클리니컬 닥터포헤어 등이 인기예요 4 루틴 2 두피 스케일링 스크럽 각질부터 확 까기,"['비듬', '옷깃', '눈밭', '비듬', '제거', '비듬', '제거', '루틴', '약용', '사용법', '효과', '일반', '대신', '약용', '비듬', '교체', '클리니컬', '닥터포헤어', '인기', '루틴', '스케일링', '스크럽', '각질']","['비듬_옷깃', '옷깃_눈밭', '눈밭_비듬', '비듬_제거', '제거_비듬', '비듬_제거', '제거_루틴', '루틴_약용', '약용_사용법', '사용법_효과', '효과_일반', '일반_대신', '대신_약용', '약용_비듬', '비듬_교체', '교체_클리니컬', '클리니컬_닥터포헤어', '닥터포헤어_인기', '인기_루틴', '루틴_스케일링', '스케일링_스크럽', '스크럽_각질']","['비듬', '옷깃', '눈밭', '비듬', '제거', '비듬', '제거', '루틴', '약용', '사용법', '효과', '일반', '대신', '약용', '비듬', '교체', '클리니컬', '닥터포헤어', '인기', '루틴', '스케일링', '스크럽', '각질', '비듬_옷깃', '옷깃_눈밭', '눈밭_비듬', '비듬_제거', '제거_비듬', '비듬_제거', '제거_루틴', '루틴_약용', '약용_사용법', '사용법_효과', '효과_일반', '일반_대신', '대신_약용', '약용_비듬', '비듬_교체', '교체_클리니컬', '클리니컬_닥터포헤어', '닥터포헤어_인기', '인기_루틴', '루틴_스케일링', '스케일링_스크럽', '스크럽_각질']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-16,헤드앤숄더 대신,헤드앤숄더 비듬샴푸까지 써봤는데 후기 두피 브러쉬랑 같이 사용하는 루틴 이야기도 많이 보여서 나도 같이 사용해봤음 헤드앤숄더 비듬샴푸까지 써봤는데 후기 손톱으로 벅벅 긁는 대신 부드러운 브러쉬로 구석구석 마사지하듯 감았음 이게,"['비듬', '브러쉬', '루틴', '이야기', '비듬', '손톱', '대신', '브러쉬', '구석구석', '마사지']","['비듬_브러쉬', '브러쉬_루틴', '루틴_이야기', '이야기_비듬', '비듬_손톱', '손톱_대신', '대신_브러쉬', '브러쉬_구석구석', '구석구석_마사지']","['비듬', '브러쉬', '루틴', '이야기', '비듬', '손톱', '대신', '브러쉬', '구석구석', '마사지', '비듬_브러쉬', '브러쉬_루틴', '루틴_이야기', '이야기_비듬', '비듬_손톱', '손톱_대신', '대신_브러쉬', '브러쉬_구석구석', '구석구석_마사지']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-16,헤드앤숄더 대신,무조건 헤드앤숄더 클리니컬 스트렝스 보라색 솔직 리뷰 이미 알 만한 사람들은 다 안다는 헤드앤숄더 클리니컬 스트렝스 보라색 왜 이게 지루성 두피염의 시트러스 향 약용 샴푸 특유의 독한 냄새 대신 상큼한 시트러스 향이 나서 거부감이 적습니다 3,"['조건', '클리니컬', '스트렝스', '리뷰', '클리니컬', '스트렝스', '지루', '시트러스', '특유', '냄새', '대신', '시트러스', '거부감']","['조건_클리니컬', '클리니컬_스트렝스', '스트렝스_리뷰', '리뷰_클리니컬', '클리니컬_스트렝스', '스트렝스_지루', '지루_시트러스', '시트러스_특유', '특유_냄새', '냄새_대신', '대신_시트러스', '시트러스_거부감']","['조건', '클리니컬', '스트렝스', '리뷰', '클리니컬', '스트렝스', '지루', '시트러스', '특유', '냄새', '대신', '시트러스', '거부감', '조건_클리니컬', '클리니컬_스트렝스', '스트렝스_리뷰', '리뷰_클리니컬', '클리니컬_스트렝스', '스트렝스_지루', '지루_시트러스', '시트러스_특유', '특유_냄새', '냄새_대신', '대신_시트러스', '시트러스_거부감']",['솔직_리뷰'],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-16,헤드앤숄더 대신,도파민 끌어올려 대신 매일3km러닝 셀프챌린지로 죄책감을 줄이고 있다 3월 1일부터 시작해 주 5회 실천하고 있고 625ml 190 000동 약 1만원 바로 헤드앤숄더 샴푸 비듬방지샴푸 인삼 멘톨 레몬 애플 등등 향이 다양했지만 그,"['도파민', '대신', '러닝', '셀프', '챌린지', '죄책감', '시작', '실천', '비듬', '방지', '인삼', '멘토', '레몬', '애플', '다양']","['도파민_대신', '대신_러닝', '러닝_셀프', '셀프_챌린지', '챌린지_죄책감', '죄책감_시작', '시작_실천', '실천_비듬', '비듬_방지', '방지_인삼', '인삼_멘토', '멘토_레몬', '레몬_애플', '애플_다양']","['도파민', '대신', '러닝', '셀프', '챌린지', '죄책감', '시작', '실천', '비듬', '방지', '인삼', '멘토', '레몬', '애플', '다양', '도파민_대신', '대신_러닝', '러닝_셀프', '셀프_챌린지', '챌린지_죄책감', '죄책감_시작', '시작_실천', '실천_비듬', '비듬_방지', '방지_인삼', '인삼_멘토', '멘토_레몬', '레몬_애플', '애플_다양']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-16,헤드앤숄더 대신,부담 없는 데일리 뷰티소품 헤어 두피 마사지 쿠션 헤어빗 마사지하는 대신 미끄러지듯 부드럽게 두피를 자극하며 일상에 스트레스도 확 풀립니다 2 헤드앤숄더 가려운 두피케어 트리트먼트 14 050원 별점 3 헤드앤숄더 차콜 샴푸 15 900원 별점,"['부담', '데일리', '소품', '마사지', '쿠션', '마사지', '대신', '자극', '일상', '스트레스', '케어', '트리트먼트', '별점', '별점']","['부담_데일리', '데일리_소품', '소품_마사지', '마사지_쿠션', '쿠션_마사지', '마사지_대신', '대신_자극', '자극_일상', '일상_스트레스', '스트레스_케어', '케어_트리트먼트', '트리트먼트_별점', '별점_별점']","['부담', '데일리', '소품', '마사지', '쿠션', '마사지', '대신', '자극', '일상', '스트레스', '케어', '트리트먼트', '별점', '별점', '부담_데일리', '데일리_소품', '소품_마사지', '마사지_쿠션', '쿠션_마사지', '마사지_대신', '대신_자극', '자극_일상', '일상_스트레스', '스트레스_케어', '케어_트리트먼트', '트리트먼트_별점', '별점_별점']",[],,,2,"['자극', '대신']",0,[],-2,이탈위험,False
blog,2026-03-13,헤드앤숄더 대신,헤드앤숄더 샴푸 추천 가려운 두피 케어 토탈 솔루션 후기 그래서 이번에 사용해 본 제품이 바로 헤드앤숄더 토탈 솔루션 가려운 두피 케어 샴푸예요 대용량에 두피가 예민한 편이라면 일반 샴푸 대신 이런 두피 케어 샴푸를 사용해 보는 것도 좋은 방법이라고,"['케어', '토탈', '솔루션', '이번', '토탈', '솔루션', '케어', '용량', '일반', '대신', '케어', '방법']","['케어_토탈', '토탈_솔루션', '솔루션_이번', '이번_토탈', '토탈_솔루션', '솔루션_케어', '케어_용량', '용량_일반', '일반_대신', '대신_케어', '케어_방법']","['케어', '토탈', '솔루션', '이번', '토탈', '솔루션', '케어', '용량', '일반', '대신', '케어', '방법', '케어_토탈', '토탈_솔루션', '솔루션_이번', '이번_토탈', '토탈_솔루션', '솔루션_케어', '케어_용량', '용량_일반', '일반_대신', '대신_케어', '케어_방법']",[],,,1,['대신'],1,['추천'],0,중립,False
blog,2026-03-11,헤드앤숄더 대신,샴푸 머리 감아도 2시간 뒤 떡짐 핵지성 두피 샴푸 유목민이 헤드앤숄더 샴푸 사용했던 제품 명이 기억이 나진 않지만 저는 이 브랜드 샴푸와 맞지 않더라구요 어릴 대신 거품이 엄청 잘 나는 편은 아니더라구요 일단 출근해서 사무실 히터 밑에 있는데도 앞머리가,"['떡짐', '지성', '유목민', '기억', '대신', '거품', '출근', '사무실', '히터', '앞머리']","['떡짐_지성', '지성_유목민', '유목민_기억', '기억_대신', '대신_거품', '거품_출근', '출근_사무실', '사무실_히터', '히터_앞머리']","['떡짐', '지성', '유목민', '기억', '대신', '거품', '출근', '사무실', '히터', '앞머리', '떡짐_지성', '지성_유목민', '유목민_기억', '기억_대신', '대신_거품', '거품_출근', '출근_사무실', '사무실_히터', '히터_앞머리']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-10,헤드앤숄더 대신,코스트코 3월 둘째 주 할인터짐 쟁여두면 1년이 든든한 욕실 최근 리뉴얼되면서 한방 냄새 대신 우아한 우디 머스크 향이 더해져 사 용감이 훨씬 세련되졌어요 헤드앤숄더 클린 앤 밸런스드 샴푸 특징 지성 두피나 비듬 고민 있는 분들에겐 신과 같은 존재죠,"['욕실', '리뉴얼', '한방', '냄새', '대신', '우디', '머스크', '세련', '클린', '밸런스', '특징', '지성', '비듬', '고민', '존재']","['욕실_리뉴얼', '리뉴얼_한방', '한방_냄새', '냄새_대신', '대신_우디', '우디_머스크', '머스크_세련', '세련_클린', '클린_밸런스', '밸런스_특징', '특징_지성', '지성_비듬', '비듬_고민', '고민_존재']","['욕실', '리뉴얼', '한방', '냄새', '대신', '우디', '머스크', '세련', '클린', '밸런스', '특징', '지성', '비듬', '고민', '존재', '욕실_리뉴얼', '리뉴얼_한방', '한방_냄새', '냄새_대신', '대신_우디', '우디_머스크', '머스크_세련', '세련_클린', '클린_밸런스', '밸런스_특징', '특징_지성', '지성_비듬', '비듬_고민', '고민_존재']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-10,헤드앤숄더 대신,서초 헤드 스파 모에코의원 방문 후기 친구와 함께 서초 헤드 스파 모에코의원에 헤드 스파를 받으러 다녀왔습니다 평소 두피 상태를 제대로 후 헤드앤숄더 샴푸를 사용하고 있는데 샴푸 사용 후 두피 가려움은 확실히 줄어든 대신 두피가 건조해진,"['서초', '헤드', '스파', '모에코', '의원', '방문', '친구', '서초', '헤드', '스파', '모에코', '의원', '헤드', '스파', '평소', '상태', '대신', '건조']","['서초_헤드', '헤드_스파', '스파_모에코', '모에코_의원', '의원_방문', '방문_친구', '친구_서초', '서초_헤드', '헤드_스파', '스파_모에코', '모에코_의원', '의원_헤드', '헤드_스파', '스파_평소', '평소_상태', '상태_대신', '대신_건조']","['서초', '헤드', '스파', '모에코', '의원', '방문', '친구', '서초', '헤드', '스파', '모에코', '의원', '헤드', '스파', '평소', '상태', '대신', '건조', '서초_헤드', '헤드_스파', '스파_모에코', '모에코_의원', '의원_방문', '방문_친구', '친구_서초', '서초_헤드', '헤드_스파', '스파_모에코', '모에코_의원', '의원_헤드', '헤드_스파', '스파_평소', '평소_상태', '상태_대신', '대신_건조']",[],,,2,"['가려움', '대신']",0,[],-2,이탈위험,False
blog,2026-03-08,헤드앤숄더 대신,원형탈모 극복 후기 2편 탈모 관리 모바이오 부천점 전후 원래 헤드앤숄더 비듬 전용 샴푸를 사용했었다 닥터방기원 제품을 사용하다가 향이 내 취향이 아니고 가려움도 많이 좋아지고 정수리 냄새도 좀 없어졌다 ㅎㅋㅎ 중간에 스케일러는 샴푸 대신 사용하는건데,"['원형', '탈모', '극복', '탈모', '관리', '바이오', '부천', '전후', '원래', '비듬', '전용', '닥터방기원', '취향', '정수리', '냄새', '중간', '스케일러', '대신']","['원형_탈모', '탈모_극복', '극복_탈모', '탈모_관리', '관리_바이오', '바이오_부천', '부천_전후', '전후_원래', '원래_비듬', '비듬_전용', '전용_닥터방기원', '닥터방기원_취향', '취향_정수리', '정수리_냄새', '냄새_중간', '중간_스케일러', '스케일러_대신']","['원형', '탈모', '극복', '탈모', '관리', '바이오', '부천', '전후', '원래', '비듬', '전용', '닥터방기원', '취향', '정수리', '냄새', '중간', '스케일러', '대신', '원형_탈모', '탈모_극복', '극복_탈모', '탈모_관리', '관리_바이오', '바이오_부천', '부천_전후', '전후_원래', '원래_비듬', '비듬_전용', '전용_닥터방기원', '닥터방기원_취향', '취향_정수리', '정수리_냄새', '냄새_중간', '중간_스케일러', '스케일러_대신']",[],,,2,"['가려움', '대신']",1,['없어졌'],-1,이탈위험,False
blog,2026-03-05,헤드앤숄더 대신,임산부 꿀템 17가지 임부복 대신 유니클로 니트팬츠 셔츠원피스 임부복으로 유명한 쇼핑몰 원피스를 당근으로 구매해 시원해지는 느낌이 좋아서 헤드앤숄더 샴푸를 쓰고 있었는데 샴푸에 들어있는 계면활성제들이 두피에,"['임산부', '임부복', '대신', '유니클로', '니트', '팬츠', '셔츠', '원피스', '임부복', '유명', '쇼핑몰', '원피스', '당근', '느낌', '계면활성제']","['임산부_임부복', '임부복_대신', '대신_유니클로', '유니클로_니트', '니트_팬츠', '팬츠_셔츠', '셔츠_원피스', '원피스_임부복', '임부복_유명', '유명_쇼핑몰', '쇼핑몰_원피스', '원피스_당근', '당근_느낌', '느낌_계면활성제']","['임산부', '임부복', '대신', '유니클로', '니트', '팬츠', '셔츠', '원피스', '임부복', '유명', '쇼핑몰', '원피스', '당근', '느낌', '계면활성제', '임산부_임부복', '임부복_대신', '대신_유니클로', '유니클로_니트', '니트_팬츠', '팬츠_셔츠', '셔츠_원피스', '원피스_임부복', '임부복_유명', '유명_쇼핑몰', '쇼핑몰_원피스', '원피스_당근', '당근_느낌', '느낌_계면활성제']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-03,헤드앤숄더 대신,챗GPT 하루만 지나도 정수리에서 기름냄새 나는 남자들 이유 샴푸 헤드앤숄더 클리니컬 스트렝스 일반 향 좋은 샴푸는 오히려 냄새 악화됨 2 샴푸 방법 저녁에 향으로 덮는 게 아니라 원인을 잡아야 냄새가 사라진다 지성 두피라면 일반 샴푸 대신 두피,"['하루', '정수리', '기름', '냄새', '남자', '클리니컬', '스트렝스', '일반', '냄새', '악화', '방법', '저녁', '원인', '냄새', '지성', '일반', '대신']","['하루_정수리', '정수리_기름', '기름_냄새', '냄새_남자', '남자_클리니컬', '클리니컬_스트렝스', '스트렝스_일반', '일반_냄새', '냄새_악화', '악화_방법', '방법_저녁', '저녁_원인', '원인_냄새', '냄새_지성', '지성_일반', '일반_대신']","['하루', '정수리', '기름', '냄새', '남자', '클리니컬', '스트렝스', '일반', '냄새', '악화', '방법', '저녁', '원인', '냄새', '지성', '일반', '대신', '하루_정수리', '정수리_기름', '기름_냄새', '냄새_남자', '남자_클리니컬', '클리니컬_스트렝스', '스트렝스_일반', '일반_냄새', '냄새_악화', '악화_방법', '방법_저녁', '저녁_원인', '원인_냄새', '냄새_지성', '지성_일반', '일반_대신']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-03,헤드앤숄더 대신,주간기록 2026 2 8 14 중간고사 기간이었는데 몰랐던 우리집은 헤드앤숄더 만 쓴지 거의 10년째인데 막내 지루성두피염 때문에 무튼 함 써보기로 10일 카다이프 대신 춘곤피 피스타치오 대신 호박씨 아몬드 점심은 짬뽕 자꾸만 카페 가자고 졸라대서 따라,"['주간', '기록', '중간고사', '기간', '막내', '지루성두피염', '무트', '카다이프', '대신', '피스타치오', '대신', '호박씨', '아몬드', '점심', '짬뽕', '카페']","['주간_기록', '기록_중간고사', '중간고사_기간', '기간_막내', '막내_지루성두피염', '지루성두피염_무트', '무트_카다이프', '카다이프_대신', '대신_피스타치오', '피스타치오_대신', '대신_호박씨', '호박씨_아몬드', '아몬드_점심', '점심_짬뽕', '짬뽕_카페']","['주간', '기록', '중간고사', '기간', '막내', '지루성두피염', '무트', '카다이프', '대신', '피스타치오', '대신', '호박씨', '아몬드', '점심', '짬뽕', '카페', '주간_기록', '기록_중간고사', '중간고사_기간', '기간_막내', '막내_지루성두피염', '지루성두피염_무트', '무트_카다이프', '카다이프_대신', '대신_피스타치오', '피스타치오_대신', '대신_호박씨', '호박씨_아몬드', '아몬드_점심', '점심_짬뽕', '짬뽕_카페']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-03-02,헤드앤숄더 대신,내돈내산 포함한 올리브영 추천템 블랙 헤드 를 녹이기에도 좋았고 사용 후 당김도 적어 만족스러웠습니다 클렌징밤도 이것저것 많이 사용하는데 헤드앤숄더 가 가성비가 좋더라고요 더울땐 쿨멘솔이 시원 amp 개운했고 봄 가을에는 두피 가려움,"['포함', '올리브', '블랙', '헤드', '만족', '클렌징', '이것저것', '가성비', '시원', '가을']","['포함_올리브', '올리브_블랙', '블랙_헤드', '헤드_만족', '만족_클렌징', '클렌징_이것저것', '이것저것_가성비', '가성비_시원', '시원_가을']","['포함', '올리브', '블랙', '헤드', '만족', '클렌징', '이것저것', '가성비', '시원', '가을', '포함_올리브', '올리브_블랙', '블랙_헤드', '헤드_만족', '만족_클렌징', '클렌징_이것저것', '이것저것_가성비', '가성비_시원', '시원_가을']",[],,,1,['가려움'],1,['추천'],0,중립,False
blog,2026-02-27,헤드앤숄더 대신,내돈내산 닥터포헤어 폴리젠 씨솔트 스케일러 두피각질제거 및 간편하게 두피부분에 짜서 샴푸처럼 사용하면 되는데용 주1 2회 사용하면 된다하며 샴푸 대신 사용해도 된다고 해요 사용해 본 결과 이전 헤드앤숄더 샴푸보다 더 쿨링한 맛에 두피가 차갑고 진정되는 느낌,"['닥터포헤어', '폴리젠', '씨 솔트', '스케일러', '각질', '제거', '대신', '결과', '이전', '쿨링', '진정', '느낌']","['닥터포헤어_폴리젠', '폴리젠_씨 솔트', '씨 솔트_스케일러', '스케일러_각질', '각질_제거', '제거_대신', '대신_결과', '결과_이전', '이전_쿨링', '쿨링_진정', '진정_느낌']","['닥터포헤어', '폴리젠', '씨 솔트', '스케일러', '각질', '제거', '대신', '결과', '이전', '쿨링', '진정', '느낌', '닥터포헤어_폴리젠', '폴리젠_씨 솔트', '씨 솔트_스케일러', '스케일러_각질', '각질_제거', '제거_대신', '대신_결과', '결과_이전', '이전_쿨링', '쿨링_진정', '진정_느낌']",[],,,1,['대신'],0,[],-1,이탈위험,False
blog,2026-04-15,비듬샴푸 추천,맥주효모탈모 샴푸 두피 추천 살림백서 액티브B7 비듬 완화 테스트에서 사용 전 9 45mg에서 4주 후 6mg으로 감소했다는 점 때문에 기대가 되긴 했었거든요 탈모두피 샴푸 맥주효모탈모 샴푸 맥주효모 샴푸 탈모 샴푸 탈모 샴푸추천 맥주효모 샴푸추천,"['맥주', '효모', '탈모', '살림백서', '액티브', '비듬', '완화', '테스트', '감소', '기대', '맥주', '효모', '탈모', '맥주', '효모', '탈모', '탈모', '맥주', '효모']","['맥주_효모', '효모_탈모', '탈모_살림백서', '살림백서_액티브', '액티브_비듬', '비듬_완화', '완화_테스트', '테스트_감소', '감소_기대', '기대_맥주', '맥주_효모', '효모_탈모', '탈모_맥주', '맥주_효모', '효모_탈모', '탈모_탈모', '탈모_맥주', '맥주_효모']","['맥주', '효모', '탈모', '살림백서', '액티브', '비듬', '완화', '테스트', '감소', '기대', '맥주', '효모', '탈모', '맥주', '효모', '탈모', '탈모', '맥주', '효모', '맥주_효모', '효모_탈모', '탈모_살림백서', '살림백서_액티브', '액티브_비듬', '비듬_완화', '완화_테스트', '테스트_감소', '감소_기대', '기대_맥주', '맥주_효모', '효모_탈모', '탈모_맥주', '맥주_효모', '효모_탈모', '탈모_탈모', '탈모_맥주', '맥주_효모']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-15,비듬샴푸 추천,살림백서 엑티브B7 맥주효모 앤 비오틴 탈모두피 샴푸 만족후기 두피탈모 샴푸 는 이미 임상실험으로 나온 결과도 있어서 믿음이 가요 두피 비듬 완화 테스트로 비듬 맥주효모탈모 샴푸 살림백서 샴푸 후기 탈모 샴푸추천 지성 샴푸추천,"['살림', '백서', '엑티브', '맥주', '효모', '비오', '탈모', '만족', '탈모', '임상', '실험', '결과', '믿음', '비듬', '완화', '테스트', '비듬', '맥주', '효모', '탈모', '살림', '백서', '탈모', '지성']","['살림_백서', '백서_엑티브', '엑티브_맥주', '맥주_효모', '효모_비오', '비오_탈모', '탈모_만족', '만족_탈모', '탈모_임상', '임상_실험', '실험_결과', '결과_믿음', '믿음_비듬', '비듬_완화', '완화_테스트', '테스트_비듬', '비듬_맥주', '맥주_효모', '효모_탈모', '탈모_살림', '살림_백서', '백서_탈모', '탈모_지성']","['살림', '백서', '엑티브', '맥주', '효모', '비오', '탈모', '만족', '탈모', '임상', '실험', '결과', '믿음', '비듬', '완화', '테스트', '비듬', '맥주', '효모', '탈모', '살림', '백서', '탈모', '지성', '살림_백서', '백서_엑티브', '엑티브_맥주', '맥주_효모', '효모_비오', '비오_탈모', '탈모_만족', '만족_탈모', '탈모_임상', '임상_실험', '실험_결과', '결과_믿음', '믿음_비듬', '비듬_완화', '완화_테스트', '테스트_비듬', '비듬_맥주', '맥주_효모', '효모_탈모', '탈모_살림', '살림_백서', '백서_탈모', '탈모_지성']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-15,비듬샴푸 추천,및 탈모관리 미리 관리하기 위한 아이템 다자르 구공 샴푸 주는 샴푸 쫀득쫀득 모발에 착 달라 붙는 느낌으로 모발 두피에 있는 각질과 비듬 을 동시에 제거 탈모 샴푸 두피케어 탈모관리 다자르구공 샴푸 탈모 샴푸추천 발모 샴푸 탈모치료 탈모예방 두피 관리,"['탈모', '관리', '관리', '아이템', '모발', '느낌', '모발', '각질', '비듬', '동시', '제거', '탈모', '케어', '탈모', '관리', '탈모', '탈모', '치료', '탈모', '예방', '관리']","['탈모_관리', '관리_관리', '관리_아이템', '아이템_모발', '모발_느낌', '느낌_모발', '모발_각질', '각질_비듬', '비듬_동시', '동시_제거', '제거_탈모', '탈모_케어', '케어_탈모', '탈모_관리', '관리_탈모', '탈모_탈모', '탈모_치료', '치료_탈모', '탈모_예방', '예방_관리']","['탈모', '관리', '관리', '아이템', '모발', '느낌', '모발', '각질', '비듬', '동시', '제거', '탈모', '케어', '탈모', '관리', '탈모', '탈모', '치료', '탈모', '예방', '관리', '탈모_관리', '관리_관리', '관리_아이템', '아이템_모발', '모발_느낌', '느낌_모발', '모발_각질', '각질_비듬', '비듬_동시', '동시_제거', '제거_탈모', '탈모_케어', '케어_탈모', '탈모_관리', '관리_탈모', '탈모_탈모', '탈모_치료', '치료_탈모', '탈모_예방', '예방_관리']",[],,,0,[],1,['추천'],1,긍정,False
blog,2026-04-15,비듬샴푸 추천,두피가려움 두피관리TIP 솔랩 두피스케일러 사용하기 싶어서 솔랩 두피스케일러 추천 받아서 사용해봤어요 사용하다보니 저만의 두피관리TIP도 생겼는데요 열심히 샴푸 를 해줘도 뭔가 부족하다고 느낄때 분명 깨끗하게 헹궜다고 생각했는데 비듬 각질,"['관리', '두피스케일러', '솔랩', '두피스케일러', '관리', '부족', '비듬', '각질']","['관리_두피스케일러', '두피스케일러_솔랩', '솔랩_두피스케일러', '두피스케일러_관리', '관리_부족', '부족_비듬', '비듬_각질']","['관리', '두피스케일러', '솔랩', '두피스케일러', '관리', '부족', '비듬', '각질', '관리_두피스케일러', '두피스케일러_솔랩', '솔랩_두피스케일러', '두피스케일러_관리', '관리_부족', '부족_비듬', '비듬_각질']",[],,,1,['가려움'],1,['추천'],0,중립,False
